q_new,q_old,ans_old,label
which is worse+ alcoholism or conservatism?,which is worse+ alcohol vs weed?,weed+ more quickly addicted i think0,0
conclusion for my speech about alcohol?,correlation between cancer and alcohol?,"long story short we all have caner cells. but are bodies usually have enough control to kill them before the cell division gets out of control.. its when the bodies immune system is to weak in certain areas and where oxygen levels of the cells get way to low..= a beading ground for cancer to divide faster then what the body can repair..= \you have the big c\"" so alcohol can lower the immune system thus increasing the possibility of a cancer outbreak abuse of alcohol+ on the other hand+ destroys a lot of body functions and cell growth+ suppresses immune function+ weakens immune response+ damages the liver+ kidneys and the rest of the endocrine system+ and can do a lot of other damage too. in moderate doses+ alcohol is not necessarily harmful+ although what is defined as moderate is different for each individual. it is important to remember certain things about alcohol: alcohol is a central nervous system depressant+ which means it slows down your metabolism<semcol> alcohol dehydrates your brain and your body+ which means in order for moderate use to be of any help+ you also need to consume more water than normal<semcol> alcohol lowers your reflexes and your inhibitions starting with the very first drop+ so even drinking it in moderation+ you must be on guard against your own perception of how you are \""doing\"" in terms of consumption and reaction. your judgement of how much is enough is affected. alcohol interferes with the absorption of many medications and alters the effects of others+ so you must be extra careful not to mix alcohol with meds without checking with your doctor+ and even then its best to just not drink if youre taking prescription medications.""",0
conclusion for my speech about alcohol?,correlation between cancer and alcohol?,cancer happens to everyone. i have talked to a pathologist and he said every person over 40 years old he did a autopsy on had cancerous growths.0,0
conclusion for my speech about alcohol?,pros & cons about weed and alcohol?,pros... can make you more sociable+ make you feel relaxed+ help you expand your way of thinking. cons... can make you ill+ paranoid+ act like an idiot+ create social barriers+ lose friends+ damage to your health longterm physically and mentally+ you can become addicted+ costs money+ can get you arrested. lol... the cons seem to outweigh the pros in all honesty... the key is moderation... as with most things... if you are using drugs and/or alcohol daily in your life then you are either an addict through repetition+ a habitual user which is not so bad+ but when it comes down to you just getting high because you feel you have to+ and you are thinking only about getting high all the time+ that is when its a problem and you need to stop+ or moderate. there are too many hardships in life and life without some form of escape soon becomes mundane and lonely ... laughter is the the best medicine as they say... and drugs (weed) and alcohol coould be considered catalysts for the body to get happier+ faster...,0
conclusion for my speech about alcohol?,pros & cons about weed and alcohol?,weed and alcohol are bad. but theyre good for releasing stress0,0
conclusion for my speech about alcohol?,speech on drug and alcohol abuse?,you have internet access-this is what the internet was designed for. type substance abuse prevention into a search engine and next time figure out a way to remind yourself of assignments coming due.1,1
conclusion for my speech about alcohol?,speech on drug and alcohol abuse?,think about how drug abuse is often fatal (overdose) and how alcohol abuse destroys peoples livers+ brains+ lives+ their families also often innocent victims.0,1
conclusion for my speech about alcohol?,is it ok for me to drink alcohol?,"here this is what i research: doctors and pharmacists are constantly warning patients with epilepsy about the effects of alcohol. if you have epilepsy+ alcohol consumption can have serious consequences. although moderate alcohol consumption is not associated with increased seizure activity+ binge drinking and alcohol withdrawal can cause seizures and even status epilepticus+ a serious and potentially fatal condition. most people with epilepsy are told to abstain from alcohol+ and they are less likely than the general population to use or abuse alcohol. in small amounts+ alcohol does not cause seizures. a drink or two now and then does not increase seizure activity. nor does it alter the amounts of seizure medicines in your blood or change findings on eeg studies. when alcohol is related to seizures+ it has been found that it is nearly always the state of alcohol withdrawal that aggravates seizures+ rather than drinking itself. your risk of seizures may be much higher after consuming three or more alcoholic beverages. these alcohol withdrawal seizures may begin between 6 and 72 hours after you stop drinking. studies suggest that alcohol withdrawal seizures most often occur 7 or 8 hours after heavy or prolonged drinking has stopped. seizure medicines can seriously lower your tolerance for alcohol+ so the immediate effects of alcohol consumption are greater. the rate of intoxication is far higher among people taking seizure medicines. rapid intoxication is extremely problematic because many of the side effects of these medicines+ which can be made worse by alcohol+ are similar to the acute effects of alcohol itself. if you are sensitive to the adverse effects of alcohol or seizure medicines+ you may find the combination especially troublesome. for example+ the side effects of tegretol (carbamazepine)+ including dizziness+ drowsiness+ and headache+ could be enhanced by alcohol. combining those effects with the adverse effects of alcohol+ including slurred speech+ unsteadiness+ dizziness+ and fatigue+ can be extremely dangerous. alcoholism+ or chronic abuse of alcohol+ has been shown in recent studies to be associated with the development of epilepsy in some people. these experiments suggest that repeated alcohol withdrawal seizures may make the brain more excitable. thus+ people who have experienced seizures provoked by binge drinking may begin to experience unprovoked epileptic seizures (\alcoholic epilepsy\"") regardless of alcohol consumption. what effect does alcohol have on seizures? in small to moderate amounts+ alcohol actually has properties to counteract seizures+ but it should never be consumed in the hope of controlling seizures. alcohol does not often provoke seizures while the person is drinking but it may cause \""withdrawal\"" seizures 6 to 72 hours later+ after drinking has stopped. withdrawal seizures are most common among persons who have abused alcohol for years. when alcohol consumption is stopped suddenly or is markedly reduced over a short period of time+ a seizure may occur. this is an example of provoked seizures rather than true epilepsy. long-standing alcohol abuse can increase a persons risk of developing epilepsy. many persons with epilepsy are at a markedly increased risk of seizures after consuming three or more alcoholic beverages. research indicates that adults with epilepsy may have one or two alcoholic beverages a day without any worsening of their seizures or changes in the blood levels of their antiepileptic medications. moderate to heavy alcohol consumption is never recommended for persons with epilepsy. alcohol and some antiepileptic drugs share similar adverse effects. as a result+ persons who are sensitive to the adverse effects of alcohol or antiepileptic drugs may find the combination especially troublesome and extremely dangerous when driving. there :)""",0
conclusion for my speech about alcohol?,is it ok for me to drink alcohol?,check the warnings and interactions of your medication. it may say no alcohol.4,0
i left my alcoholic husband?,should i leave my alcoholic husband?,its a complicated situation+ and you know better than i do. you must choose between your happiness or your fathers+ and its hard to decide. im a person who sacrifice itself for who i love+ so id choose my fathers happiness+ but its up to you. you can also ask for a psycologist what to do+ and theres nothing to be ashamed of that! i hope that the situation will get better.. good luck! p.s.: im an italian girl living in italy+ so i guess my answer will be full of mistakes+ and im sorry about that.,1
i left my alcoholic husband?,should i leave my alcoholic husband?,leave now while you still have a chance.1,1
i left my alcoholic husband?,advise on alcoholic husband?,i was married to alcoholic+ same story - he hid it from me+ then from social drinking to being wasted all the time + aggressive. nothing you do can help him if he doesnt want to help himself. this is not your fault and he is making his own choices. by being drunk+ he is weak but that is not your issue to handle by any means. dont stress yourself over it+ this issue was present even before he met you and there were other people in the past who were dealing with him the same way you are now. he knows the drill and how to get people feel guilty+ responsible+ selfish+ etc. he rekindled his alcohol addiction and he knows how to deal with it if he wanted to. best of luck.,0
i left my alcoholic husband?,advise on alcoholic husband?,i was married to a man who was the same. i eventually divorced him+ even though all he had was the clothes on his back. that was his choice+ not mine. i gave him every opportunity+ and he chose to not take it. this is his problem. hes making his choices. its not your fault.2,0
i left my alcoholic husband?,i left my husband because he is an alcoholic?,fool me once shame on you+ fool me twice+ shame on me. you set yourself up to be let down again. that is all he can do while he is still an addict+ he will let everyone down and will always disappoint because he is loyal to one thing only+ his addiction. he will choose alcohol over you every time. he will lie+ cheat+ manipulate you emotionally to try to keep you around because you may be helping him to support his addiction. cutting someone off means absolutely no contact. if you truly do that+ he may get the message and seek help. short of that+ he needs to be dead to you until he quits drinking for good. and then he needs to work on rebuilding his relationships. first+ he has to heal himself+ if he doesnt do that+ all else will fall by the wayside and you will be nothing to him.,1
i left my alcoholic husband?,i left my husband because he is an alcoholic?,be brave. you are doing the right thing ...............for all concerned.1,1
i left my alcoholic husband?,should i have left my husband (alcohol and verbal abuse)?,if you really are the one taking care of the kids and providing the essentials in their life then you are not wrong. the only thing i can ask you to consider is asking him the question why he drinks. have you ever found that out? does he know why he drinks so much? you and your children should not be abused but if you ever want him to be a father to them (which the kids will want) then he really needs to figure out the real problem. kids are a product of their environment. they need to see parents going to work+ doing positive and productive things with their time. if he doesnt show them how to provide for a family you cant expect your kids to learn that. so i agree that leaving is a good option. it sounds like your family is supportive and will provide and healthy and nurturing environment. that is probably why your husband doesnt like them.,1
i left my alcoholic husband?,should i have left my husband (alcohol and verbal abuse)?,you were wrong to ever date him!!!! he has always been a loser+ you knew this and you still had kids with him. what does that say about you? did you think you could change him? you made a very bad decision to be with him and now your blaming him for being who he is!! you need to ask yourself why you had kids with a drunk loser with no job so you do not make that mistake again!!! btw+ leaving him was the best thing you could of done!1,1
free alcohol and drugs!?,songs about alcohol and drugs?,1. i need drugs by necro+ its basically about someone whos a extreamly bad drug addict but cant seem to stop. (hip hop) 2. another one is called deja vu by eminem+ and its about relapsing on drugs (hip hop) 3. pour me by hollywood undead+ its a sad flowing song about strugles of alcohol abuse and depression (rap rock),0
free alcohol and drugs!?,songs about alcohol and drugs?,drug ballad- eminen1,0
free alcohol and drugs!?,homework help! alcohol and drugs?,here mental health is only given highest predominance. all other things can wait. if it is urgent+ please tell me immediately about your present.mental health problems. we will discuss leisurely about rest of your problems. dont worry. be always optimistic in life. it is really a good venture from your side and i really appreciate your genuine concern about homework.,0
free alcohol and drugs!?,homework help! alcohol and drugs?,none,0
free alcohol and drugs!?,i need help on the drugs and alcohol test?,answer the questions yourself. you want to be a driver+ you can start by not being lazy and actually studying or looking for the answers yourself.,0
free alcohol and drugs!?,i need help on the drugs and alcohol test?,i answer you pass = a driver that should not be on the road..0,0
free alcohol and drugs!?,can you get in trouble for talking about drugs and alcohol even though you dont drink nor do drugs?,technically yes you can. it might be seen as a sign of endorsing a lifestyle of abusing drugs and alcohol+ even if you dont do them. if i were you i wouldnt do it again in the future.,0
free alcohol and drugs!?,can you get in trouble for talking about drugs and alcohol even though you dont drink nor do drugs?,i think at school you cant talk about drugs..0,0
where is the category for questions about addiction?,where do you start to get help for this child?,my second sister is a crackhead and a mother of 3 plus a grandmother. while she never touched the sh*t until some 3 years after her last child was born<semcol> however+ her addiction caused severe emotional issues for her children (it did not help the fact that their father was emotional abusive to these kids during this time and is believed to have sexually abused their oldest child<semcol> also during this time). because of this their oldest child disowned her (my sister) and wont allow any of us to see her 1-year old daughter<semcol> my great niece. you could contact the school system and ask what they can do to help your niece but never reveal to anyone+ especially the school system+ that her mother is an addict. the school system will contact social services. social services will jerk your niece away and place her in foster care. instead just tell them about your niece+ her emotional state+ the delays that she is experiencing+ and ask them what they can do to help her.,0
where is the category for questions about addiction?,where do you start to get help for this child?,you are a good aunt. have your brother call the school system where he lives and ask for the people who work with early childhood/preschool program. the federal law says children with difficulties must be served from birth to age 22. she needs to be evaluated and the school will tell him how to go about that. good luck!1,0
where is the category for questions about addiction?,where do i take a lady who doesnt drink alcohol?,none,0
where is the category for questions about addiction?,do you think rehab will work (shes been before but this time i guess i can actually help with encouragement and that and it was free?)+ is there anywhere or anyone who i can talk to to help me stop her drinking? ,"i am so very sorry about your mum & your situation but i dont have good news when addiction is involved. you cant make her stop drinking nor can anyone else. lock her away involuntarily for life with no access would be about the only way but the only way she (or any addict) will stop is when they want to & even then it can be very difficult. youre actually very lucky to have your grandmother & that she has raised you. generally people grow up to do the exact things they hate about a parent when theyre kids & though they vow they will never drink like that or whatever you grow up & tend to \go with what you know\"". your mother loves you but from everything i know about life & its struggles addiction to anything is so very hard to stop. it doesnt make anyone less of a person though far too many in life look down on addicts as less than a human life form....these people have no right to judge anyone its not their job. i honestly dont know what the best way would be to help you mum get pointed in a direction with no alcohol in her future but i do know you need to continue to be as supportive of her as you can+ let her know you love her but you also need to spend more time on you & worrying about you. take care of your things because worrying about anything or anyone only causes problems for you+ nobody else & its too stressful. i dont know if you can go to anyone in any agency of authority or who deals with addicts to explain exactly why youre so worried about something happening to your ma but if theres anyone/anyplace i recommend you go to them & explain everything because its possible they can at least keep an eye out for her & be extra watchful for her & others to make sure her situation at least doesnt get worse. i used to have neighbors who were severe alcoholics with a little 5 year old boy my sons age at the time & it broke my heart to have him beg me to make his mom stop drinking. i (and you) cant make anyone do anything except for myself. and change your reaction to others but you cant change others im afraid. i really hope you are able to accept the situation as it is right now & get your life together as you have your whole life ahead of you & plan to make good use of it & i also hope your mom is able to make the decision to stop & gets the help she needs to do so. your gmother needs to stop obsessing about the daughter shes already lost & her fear of losing another. obviously she cant do anything to change anyone but herself or she would have by now. love each other & take care of each other. get on with your life because you need to simple as that. good luck & i know none of what ive just said is what you want to hear but i know all too well how hard the truth is to deal with but until you do accept it & deal with it you cant even do anything for yourself. id very much love to know how things are going in the future & hope someday ill be able to read somewhere how your mum finally was able to stop drinking & that you are doing so well in your chosen career! life is so much harder than i ever imagined but that doesnt mean it hasnt been worth every second""",0
where is the category for questions about addiction?,do you think rehab will work (shes been before but this time i guess i can actually help with encouragement and that and it was free?)+ is there anywhere or anyone who i can talk to to help me stop her drinking? ,you cant get someone to stop drinking. what you should do is start going to al-anon meetings. use a search engine to find some near where you live and go. it can help a lot.0,0
where is the category for questions about addiction?,im working on an independent research project at university (basically+ christmas homework the russian history lecturer thinks id be interested in)+ and i want to do it on the consumption and uses of alcohol in the soviet union from 1917 to 1991.  where can i get some information on this?,"alcohol abuse in the u.s. and the u.s.s.r.: divergence and convergence in policy and ideology p. m. roman+ patricia j. gebert download pdf (1 234 kb) summary existence of a major alcoholism problem in the u.s.s.r. is acknowledged by leadership in that nation. empirical comparison of the scope of alcohol problems in the u.s.s.r. and the u.s. is precluded by an absence of data. insight is+ however+ possible through comparison of social reactions to alcohol abuse in the two nations. divergences in social reactions include strong soviet emphasis on the linkage between alcohol and crime vs. little concern about this linkage in the u.s.<semcol> soviet attribution of drinking problems to urban and rural under-classes vs. american emphasis on the equal social distribution of drinking problems<semcol> and soviet drinking practices which encourage rapid consumption in public locations vs. american practices emphasizing social drinking in private settings. a major convergence between american and soviet reactions is in the medicalization of drinking problems+ although such a trend is much less complete in the u.s.s.r. where moralistic judgements of alcohol abuse are still considerably evident. a second convergence is in the growth of industrially-based alcoholism programs in the two nations+ with strong emphases on treatment of the alcoholic found in both. both instances of policy convergence may serve dominant political interests in the two nations by drawing attention away from social-structural supports for the misuse of alcohol. http://link.springer.com/article/10.1007    &&&&&&&&&&&&& wiki: \according to the who 2011 report[3]+ annual per capita alcohol consumption in russia is about 15.76 litres+ fourth highest volume in europe. http://en.wikipedia.org/wiki/alcoholism_   """,0
where is the category for questions about addiction?,im working on an independent research project at university (basically+ christmas homework the russian history lecturer thinks id be interested in)+ and i want to do it on the consumption and uses of alcohol in the soviet union from 1917 to 1991.  where can i get some information on this?,none,0
lots of back pain since quitting alcohol?,question about pain medicine and alcohol?,why would you take pills for minor pain? pain meds have no effect on altering the course of the underlying condition. center yourself in the moment of pain and relax...that will relieve the anxiety component of pain which is why people take meds for pain. the meds cause a euphoria in which to center yourself which enhances the pleasure seeking tendency and weakens you mentally and physically. toughen up+ be strong+ and improve character at the same time.,0
lots of back pain since quitting alcohol?,question about pain medicine and alcohol?,none,0
lots of back pain since quitting alcohol?,stomach pain after alcohol?,it appears from your symptoms+ your stomach lining may be suspect. persons who take pain relievers like aleve+ advil+ motrin+ with only a sip of water or liquid frequency can burn a spot+ or worse+ develop an ulcer because there is not enough liquid or food in the stomach to counter the pain pills . directions on the pills container say to take with a glass of water. to test whether you have burned your stomach lining+ try over-the-counter acid-reducing medicines called prilosec+ prevacid+ zantac+ pepcid. if the pills help+ it may explain you have a sensitive stomach lining and may have to remain on the pills until your stomach lining repairs itself. an australian physician about 15 years discovered that ulcers are caused by bacteria that bury into the stomach lining until it is ready to strike you. the ulcer(s)are caused by a single bacterium+ helicobacter pylori. the physician is credited with an honor and won the nobel prize for medicine. harrald,0
lots of back pain since quitting alcohol?,stomach pain after alcohol?,are you asian? :) http://en.wikipedia.org/wiki/alcohol_flu    read up!0,0
lots of back pain since quitting alcohol?,do alcoholics not realize the pain their drinking can cause on their children and/or parents and spouse?,no+ they dont+ they are only aware of the pain they feel and try to obliterate that with alcohol.,0
lots of back pain since quitting alcohol?,do alcoholics not realize the pain their drinking can cause on their children and/or parents and spouse?,no their to drunk to know.0,0
lots of back pain since quitting alcohol?,not joint but my long leg bone yday night pain+ burning like fire+ this come shortly after getting alcohol and?,none,0
is it okay to drink even if my dad is an alcoholic?,is it ok for christians to drink alcohol?,ok moderation what leads to alcohol dependence? why do people become dependent on alcohol? are there early warning signs that a person is in danger of becoming an alcoholic? of course+ the immediate cause of alcoholism is the alcohol. if people did not drink alcoholic beverages they would not become dependent on them. however+ alcoholic drinks are available in most places today+ and will continue to be. too+ people generally want the freedom to decide for themselves if they will drink or not. and in many societies+ it is not likely that the problems would disappear by outlawing alcoholic beverages. the era of prohibition in the united states showed that. what is needed is good control over one   s drinking. yet very few people with serious alcohol problems ever thought that their drinking would get out of control. indeed+ a large proportion of those who already are dependent on alcohol do not think that they are+ or will not admit it. early signs the habitual drunk is obviously alcohol dependent+ and is easily recognized as such. but for many others+ especially at the earlier stages+ their alcoholism may not be so obvious+ even to themselves. but there are clear signals pointing to potential or actual alcohol abuse. for example+ if a person honestly asks himself a number of questions+ he can often quickly determine if he or someone he knows is heading toward alcohol dependence+ or already is dependent on it. it has been the experience of organizations such as alcoholics anonymous that if a person answers    yes    to as few as three of the following questions+ he can be reasonably certain that alcohol has become a problem. 1. are you drinking more often than you used to+ and taking stronger drinks? 2. are you taking a number of drinks every day+ or even on several days a week? 3. has drinking affected your reputation? 4. are you resentful when others caution you on your drinking? 5. do you drink to escape from worries or troubles? 6. do you sometimes gulp down drinks+ instead of sipping them? 7. at times+ do you have a craving for an alcoholic beverage? 8. do you often drink alone? 9. has your drinking caused problems+ such as resentment by members of your family? 10. do you defend your drinking by feeling that you could stop at any time+ but yet do not stop? 11. if you have tried to stop drinking for a certain period+ say a month+ did you fall short of your goal? 12. are you neglecting your appearance+ such as putting on excessive weight due to drinking+ but yet you keep on drinking? 13. has your drinking made you careless about your health+ job+ money-spending habits or family   s welfare? 14. do you look for+ or arrange+ occasions such as social gatherings as excuses for drinking? 15. do you keep a bottle of alcoholic beverage hidden somewhere to drink when others are not looking? just a few    yes    answers to such questions can indicate trouble. many    yes    answers would show that some degree of alcoholism is already well established. but why do people develop problems with alcohol in the first place? what factors come into play? many factors many factors it is difficult to single out any one condition or attitude that leads a person to becoming dependent on alcohol. the human body+ mind and emotions are very complex. and people differ greatly from one another in mental+ emotional and physical makeup. even body size makes a difference. larger persons have more water in their bodies than do smaller persons. alcohol is diluted by water. so all other things being equal+ a smaller person usually will be more quickly affected by the same amount of alcohol than will a larger person. also+ where all factors+ such as body size+ background+ problems and pressures+ and drinking habits+ appear to be similar+ one person who begins drinking will eventually become addicted while another in the same set of circumstances will not. so it cannot be said that a certain problem+ emotional disposition+ childhood experience or cultural environment will automatically produce an alcoholic. yet+ there are factors that produce higher rates of alcoholism. for instance+ where a society is alcohol-oriented+ promoting and advertising it+ showing it to be common at social events and eating places+ then more people will be induced to drink. and when heavy drinking or drunkenness is portrayed not only as common but at times even as humorous+ then the stigma against alcoholism lessens. in such an environment+ especially at social gatherings+ a person is made to feel awkward+ almost like an outsider+ if he does not drink. those who are trying to abstain from alcohol because of having problems with it may find themselves under constant pressure to conform.,1
is it okay to drink even if my dad is an alcoholic?,is it ok for christians to drink alcohol?,in moderation. proverbs 23 amplified bible (amp) 29who has woe? who has sorrow? who has strife? who has complaining? who has wounds without cause? who has redness and dimness of eyes? 30those who tarry long at the wine+ those who go to seek and try mixed wine. 31do not look at wine when it is red+ when it sparkles in the wineglass+ when it goes down smoothly. 32at the last it bites like a serpent and stings like an adder. 33[under the influence of wine] your eyes will behold strange things [and loose women] and your mind will utter things turned the wrong way [untrue+ incorrect+ and petulant]. 34yes+ you will be [as unsteady] as he who lies down in the midst of the sea+ and [as open to disaster] as he who lies upon the top of a mast. 35you will say+ they struck me+ but i was not hurt! they beat me [as with a hammer]+ but i did not feel it! when shall i awake? i will crave and seek more wine again [and escape reality].the holy bible4,1
is it okay to drink even if my dad is an alcoholic?,im 15 and i think i might be an alcoholic?,youre 15+ this means two things: one<semcol> youre melodramatic--two<semcol> you have no idea what youre talking about drinking booze is fun+ most people drink too much when they drink and most people have periods when they drink far too much. alcoholism is so much more serious than anything you have ever perceived or encountered. you are not+ nor will you likely become+ an alcoholic--you enjoy alcohol...great! doesnt mean you have a problem. also 3 nights a week?! alcoholism is a depenancy of 7 or more standard drinks per day just to have normal bodily functions. seriously kid+ you have no idea what alcoholism is. it ruins familys+ gets people fired+ leaves people bankrupt and contributes to spousal and child abuse--does this sound anything like you!? no! please dont call yourself an alcoholic+ alcoholics stuggle through some serious+ messed up problems and their lives are almost always ruined. what you should do? grow up! make some friends and stop thinking that you have it tough!,0
is it okay to drink even if my dad is an alcoholic?,im 15 and i think i might be an alcoholic?,i started drinking when i was 15 also im going to be 20 this yr. i dont like to consider myself being an alcoholic i like to drink but not an alcoholic. i like to drink before i go out just for the hell of it like the movies the mall or if im just at home not doing anything. i dont brag about drinking either. i like to do what i like to do and dont care what someone thinks. dont be embarrassed by anything. i know its not good to drink all the time but just dont let it control u and ur life. have some boundaries hope this somewhat helps2,0
is it okay to drink even if my dad is an alcoholic?,my dad is an alcoholic and i need help?,stop drinking alchomahol stoopid! if you want to get drunk but not be an alcoholic just fill a shot glass with vodka and give yourself an ethanolic eye bath! it also works if you snort alcohol too! wow! i bet you never knew how to get drunk without being an alcoholic.0,1
is it okay to drink even if my dad is an alcoholic?,my dad is an alcoholic and i need help?,none,0
is it okay to drink even if my dad is an alcoholic?,i was wondering would i be okay+ if i can stop taking it and drink alcohol for a day.,no,0
is it okay to drink even if my dad is an alcoholic?,i was wondering would i be okay+ if i can stop taking it and drink alcohol for a day.,none,0
i know i wouldnt become addicted like he is+ but i just dont want to be like him+ so is it still okay if i drink (like small amounts) of alcohol and i wont be seen as my father?,can u drink small bits of alcohol i dont mean getting ****** up i just mean drinking in moderation>?,schizophrenia is a neurological disease+ and alcohol adversely affects the brain functions. while alcohol won&#x27<semcol>t destroy your brain+ the irregular functions will be exacerbated by it even in small doses. people with mental disorders are the top users of drugs and alcohol+ and alcohol addiction is one of the most prevalent. usually when a person with a neurological disease starts drinking they further destroy their chance at a normal life. it&#x27<semcol>s why the majority of our homeless population are mentally ill+ and schizophrenics are high among them. i would say avoid alcohol at all costs and get yourself diagnosed and treated if you already haven&#x27<semcol>t.,0
i know i wouldnt become addicted like he is+ but i just dont want to be like him+ so is it still okay if i drink (like small amounts) of alcohol and i wont be seen as my father?,can u drink small bits of alcohol i dont mean getting ****** up i just mean drinking in moderation>?,my brother has schizophrenia. when he drinks+ he drinks an entire bottle of patron gets all crazy and attacks people with his mouth. he has never became physical just really verbal. then he doesnt remember a thing the next day. its not fun witnessing it and i tend to tell him he is not allowed to drink if i have a family gathering at my house+ or hes not welcomed.0,0
i know i wouldnt become addicted like he is+ but i just dont want to be like him+ so is it still okay if i drink (like small amounts) of alcohol and i wont be seen as my father?,suddenly sick from small amount of alcohol?,none,0
i know i wouldnt become addicted like he is+ but i just dont want to be like him+ so is it still okay if i drink (like small amounts) of alcohol and i wont be seen as my father?,i had 2 very small tastes of alcohol last night that wasnt?,"the people who answered need to find out what an etg test is. they are wrong. there is a good chance you will fail+ but if you say there wasnt even enough for a swallow maybe+ maybe youll be okay. but seriously+ why would you bother \tasting\"" such a small quantity? and if youre subjected to etg tests why would you take any chances+ especially around new years when its pretty obvious a lot of people who are court ordered to abstain from alcohol will possibly slip up? you can bet that they are testing as many people as possible today. people have failed from using hand sanitizer and mouthwash. it is a very sensitive test.""",0
i know i wouldnt become addicted like he is+ but i just dont want to be like him+ so is it still okay if i drink (like small amounts) of alcohol and i wont be seen as my father?,i had 2 very small tastes of alcohol last night that wasnt?,alcohol doesnt stay in your system for long. it stays for like+ 24 hours and thats actually drinking it+ not just sipping. so i doubt it. if you barely had any it shouldnt be in your system more than a few hours+ if in your system at all.0,0
am i being crazy to stop drinking all together just because of his problem? ,am i an alcoholic for drinking 12 beers a night?,why do you drink 12 beers per night? why not three? i bet you didnt start out drinking a dozen beers a day when you first began drinking+ and its only a matter of time before youre drinking more than 12 in a 24 hour period. moreover+ your rules about what time you drink and whether you drive drunk are likely to undergo change as your alcohol use increases. the handwriting is on the wall.,0
am i being crazy to stop drinking all together just because of his problem? ,am i an alcoholic for drinking 12 beers a night?,alcoholism is an addiction to alcohol. not all heavy drinkers are alcoholics. try not to drink any alcohol for a week. if you cant do it+ youre an alcoholic.2,0
am i being crazy to stop drinking all together just because of his problem? ,am i additcted to drinking (not alcohol)?,you perhaps should relate this to a doctor+ your body and not your head may be telling you something.,0
am i being crazy to stop drinking all together just because of his problem? ,am i additcted to drinking (not alcohol)?,none,0
am i being crazy to stop drinking all together just because of his problem? ,alcohol and me am i an alcoholic after not even drinking much?,"hi ericka+ alcoholism is genetic+ and you could very well be alcoholic+ and you might not be at all. you dont know until you drink though. dont be afraid to try it+ you will know yourself if you can drink socially or if your drinking is different from normal social drinkers. what you have heard about one sip probably refers to an alcoholic who has been sober for a time. im an alcoholic and am sober 6 months+ and if i have one drink+ i know ill end up back in hell drinking 3-4 bottles of wine a day within a day or 2. the one sip doesnt refer to you as you havent really drank before. its great to be aware that alcoholism runs in your family as a lot of families cover it up and its only when someone realises theyre addicted that the family say \oh yeah+ your grandfather was an alcohiloc\"" or something. my parents are not alcoholic+ neither are my brother and sister. however when i admitted i was alcoholic+ it turns out my grandfathers 2 sisters were alcoholics as well (i didnt know). my cousin is a drug addict+ on the same family side - so it affects some people and not others. as i said+ its genetic+ you may suffer with it+ you may not - theres no way of knowing unless you drink (or use drugs+ be careful there too - the addictive gene is not just alcohol). that choice is up to you+ and you alone - dont let anyone sway your opinion one way or the other.""",1
am i being crazy to stop drinking all together just because of his problem? ,alcohol and me am i an alcoholic after not even drinking much?,both of my parents were alcoholics as well as one of my grandparents and sister+ and im not. i drink socially with friends or at events but it has never affected me the way it did them...however+ i understand the consequences of alcoholism so i dont do it often and i never lose control when i do. i dont know if it is genetically possible+ but from my experience it hasnt been a problem.1,1
am i being crazy to stop drinking all together just because of his problem? ,i know that is not normal for the average person (which is 1-2)+ but am i drinking enough to destroy my body?,yes+ the amount of alcohol thats acceptable for an alcoholic to drink and claim recovery is none.,0
am i being crazy to stop drinking all together just because of his problem? ,i know that is not normal for the average person (which is 1-2)+ but am i drinking enough to destroy my body?,none,0
if i like to drink 750ml of 80 proof alcohol everyday would you think im an alcoholic?,if i miss not drinking alcohol terribly+ does that mean im an alcoholic?,it means your addicted to alcohol on a non chemical level. you arent going through withdraws or anything or contemplating suicide+ i hope. you just love your wine. it would be like me drinking 4 sodas a night and then missing it when i run out. as long as alcohol doesnt completely control your life+ then you are fine+ although i would cut back a bit+ thats a lot of alcohol yout taking in.,1
if i like to drink 750ml of 80 proof alcohol everyday would you think im an alcoholic?,if i miss not drinking alcohol terribly+ does that mean im an alcoholic?,no+ if your were addicted to alcohol you wouldnt of stopped.0,1
if i like to drink 750ml of 80 proof alcohol everyday would you think im an alcoholic?,does drinking alcohol everyday make you an alcoholic?,no. youre only an alcoholic if youre addicted and cant quit at will...although drinking alcohol everyday is a sign that you might be addicted. try quitting cold turkey and see how that goes.,1
if i like to drink 750ml of 80 proof alcohol everyday would you think im an alcoholic?,does drinking alcohol everyday make you an alcoholic?,you are an alcoholic if you cant live without that drink a day.3,1
if i like to drink 750ml of 80 proof alcohol everyday would you think im an alcoholic?,do you like drink alcohol?,none,0
anti drug and alcohol abuse superhero name?,should there be a drug and alcohol abuse category on this site?,no because there are a lot of kids on this site who glorify drugs and alcohol and the category will be abused by idiots looking to buy or sell drugs and stuff like that.,0
anti drug and alcohol abuse superhero name?,should there be a drug and alcohol abuse category on this site?,none,0
anti drug and alcohol abuse superhero name?,should there be a drug and alcohol abuse category on this site?,not to promote it+ but to encourage recovery from it+ would be nice. technically those questions could go in mental health category as drug/alcohol abuse/addiction is a dmv-iv diagnosis+,0
anti drug and alcohol abuse superhero name?,should there be a drug and alcohol abuse category on this site?,yes0,0
anti drug and alcohol abuse superhero name?,are you more prone to drug and alcohol abuse right before your period?,none,0
anti drug and alcohol abuse superhero name?,could i have liver damage ( alcohol & drug abuse )?,definitly yes,0
